Sequence,Ciphertext_Entropy,IV_Length,IV_Entropy,Exec_Time,Secure
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.924,0,0.0,0.537,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.486,16,3.367,1.223,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.869,16,7.811,1.657,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.971,12,7.944,2.212,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.959,12,7.938,1.045,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.036,16,2.651,1.011,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.945,12,7.859,1.314,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.961,16,7.8,0.779,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.86,16,7.624,1.159,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.878,12,7.861,0.567,1
Cipher.getInstance -> Cipher.doFinal,6.511,16,7.612,0.369,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.954,12,7.9,0.808,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.954,12,7.888,2.143,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.385,16,2.349,1.31,0
Cipher.getInstance -> Cipher.doFinal,5.923,16,5.471,0.367,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.894,12,7.87,1.998,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.974,12,7.9,1.139,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.287,16,1.208,0.723,0
Cipher.getInstance -> Cipher.doFinal,5.468,0,6.676,0.278,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.509,16,7.701,1.829,0
Cipher.getInstance -> Cipher.doFinal,6.966,0,6.189,0.176,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.961,12,7.964,0.961,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.798,16,7.837,1.957,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.518,16,7.934,1.0,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.126,0,0.0,1.432,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.991,12,7.814,2.383,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.111,16,1.858,0.476,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.277,0,0.0,0.948,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.938,12,7.926,0.781,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.911,16,7.877,1.528,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.909,12,7.932,0.651,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.896,16,7.805,1.756,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.962,12,7.815,1.661,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.919,16,7.937,1.789,1
Cipher.getInstance -> Cipher.doFinal,6.742,16,5.557,0.299,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.747,16,7.646,0.545,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.857,12,7.935,1.04,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.939,12,7.862,2.275,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.908,12,7.848,1.04,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.547,16,7.616,1.308,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.89,16,7.939,1.909,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.345,16,2.477,1.932,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.174,16,1.526,0.761,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.616,16,3.531,0.92,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.016,16,3.447,0.622,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.036,16,2.937,0.907,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.912,16,7.861,2.137,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.962,12,7.858,2.163,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.949,16,7.89,0.634,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.931,16,7.801,1.898,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.598,16,3.707,0.994,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.998,12,7.934,0.643,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.993,16,7.879,2.365,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.583,16,7.566,1.899,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.984,12,7.983,0.617,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.861,12,7.921,1.568,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.83,16,7.752,1.838,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.057,0,0.0,0.334,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.87,16,7.974,1.472,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.869,12,7.83,1.055,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.249,16,1.172,0.967,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.877,16,7.999,1.31,1
Cipher.getInstance -> Cipher.doFinal,7.006,16,0.969,0.18,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.801,16,7.772,1.37,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.951,12,7.839,2.487,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.99,12,7.904,2.064,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.971,12,7.915,2.207,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.954,16,7.988,1.936,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.86,12,7.815,1.907,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.967,16,7.919,1.698,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.856,12,7.817,1.865,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.975,16,7.883,1.383,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.866,16,7.964,1.346,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.895,16,7.996,0.892,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.89,12,7.881,1.588,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.868,16,7.852,1.989,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.104,16,1.123,1.016,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.929,12,7.986,2.356,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.94,12,7.899,1.456,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.954,16,7.897,2.191,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.978,12,7.803,1.373,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.98,12,7.997,0.572,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.39,0,0.0,1.473,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.921,12,7.817,0.783,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.606,16,7.571,0.562,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.865,16,7.888,0.996,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.519,16,7.973,1.489,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.354,16,2.352,1.639,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.878,16,7.706,1.043,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.857,16,7.835,0.592,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.87,12,7.815,0.63,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.974,16,7.9,2.348,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.388,16,2.781,0.482,0
Cipher.getInstance -> Cipher.doFinal,6.588,16,7.977,0.426,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.686,16,7.904,1.432,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.906,12,7.894,1.273,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.79,16,7.878,1.937,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.999,16,7.939,1.23,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.057,0,0.0,0.592,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.977,12,7.995,1.703,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.562,16,2.803,0.533,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.954,16,7.866,1.246,1
Cipher.getInstance -> Cipher.doFinal,7.861,0,2.514,0.271,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.878,16,7.938,1.081,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.79,16,3.215,1.393,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.661,16,7.689,1.757,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.265,16,1.769,0.706,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.968,16,7.937,1.4,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.855,12,7.984,0.976,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.916,16,7.913,2.184,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.931,12,7.858,2.46,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.918,16,7.807,1.417,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.504,16,1.131,0.589,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.899,16,7.872,1.356,1
Cipher.getInstance -> Cipher.doFinal,7.533,0,3.568,0.354,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.665,16,2.501,1.509,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.924,12,7.947,2.355,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.462,0,0.0,0.438,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.567,16,7.518,1.022,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.933,12,7.83,0.857,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.877,16,7.951,1.82,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.893,12,7.947,1.549,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.953,16,7.993,2.206,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.88,12,7.976,1.153,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.641,16,3.814,1.767,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.863,16,7.537,1.462,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.844,16,7.843,1.546,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.906,16,7.816,0.802,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.938,16,7.976,1.196,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.99,16,7.883,2.174,1
Cipher.getInstance -> Cipher.doFinal,7.23,0,6.143,0.345,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.902,16,7.918,0.525,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.806,16,7.843,1.63,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.999,16,7.859,0.786,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.681,16,7.842,1.631,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.982,16,7.845,1.401,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.702,16,7.805,1.962,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.891,16,7.843,2.434,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.933,16,7.959,1.159,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.178,0,0.0,0.453,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.109,0,0.0,0.933,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.971,12,7.846,0.72,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.926,0,0.0,1.412,0
Cipher.getInstance -> Cipher.doFinal,5.382,16,4.872,0.137,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.867,12,7.954,0.898,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.871,12,7.959,1.022,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.948,16,7.802,1.124,1
Cipher.getInstance -> Cipher.doFinal,5.013,16,2.576,0.225,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.787,16,7.952,1.495,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.861,12,7.82,0.771,1
Cipher.getInstance -> Cipher.doFinal,5.548,16,1.566,0.433,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.897,12,7.909,1.948,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.948,16,7.996,0.686,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.97,12,7.885,1.733,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.11,16,1.148,1.104,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.871,16,7.521,1.047,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.933,16,7.907,2.194,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.619,16,4.176,1.868,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.994,16,7.964,2.436,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.877,12,7.996,1.565,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.792,16,2.132,1.058,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.582,16,4.381,1.699,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.012,16,1.571,1.967,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.872,16,7.906,2.318,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.92,12,7.826,2.297,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.909,12,7.911,1.652,1
Cipher.getInstance -> Cipher.doFinal,6.854,0,2.187,0.192,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.69,16,7.716,0.528,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.397,0,0.0,0.669,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.516,16,1.208,0.569,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.923,12,7.827,2.223,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.033,0,0.0,0.706,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.857,16,7.842,1.826,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.797,16,7.9,1.043,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.629,16,3.007,1.465,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.837,16,7.659,0.759,0
Cipher.getInstance -> Cipher.doFinal,6.559,16,5.862,0.185,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.54,16,7.642,1.587,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.283,0,0.0,1.212,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.966,16,7.801,1.413,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.948,12,7.945,1.727,1
Cipher.getInstance -> Cipher.doFinal,5.851,16,1.772,0.14,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.729,0,0.0,1.085,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.942,16,7.969,1.79,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.961,12,7.989,1.406,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.936,16,7.927,2.259,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.893,16,7.958,2.151,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.855,12,7.869,0.823,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.396,16,1.381,1.207,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.969,12,7.911,1.843,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.998,12,7.844,2.285,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.988,16,7.889,1.36,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.87,16,7.903,1.528,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.789,16,3.653,0.681,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.903,0,0.0,0.46,0
Cipher.getInstance -> Cipher.doFinal,5.751,0,7.467,0.49,0
Cipher.getInstance -> Cipher.doFinal,5.865,16,1.356,0.233,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.939,12,7.937,1.267,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.978,12,7.975,1.713,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.999,16,7.82,2.445,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.98,16,7.952,2.012,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.026,0,0.0,0.314,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.925,12,7.965,1.777,1
Cipher.getInstance -> Cipher.doFinal,6.079,16,7.308,0.13,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.173,0,0.0,0.492,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.865,12,7.98,0.531,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.987,0,0.0,1.256,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.459,16,3.573,0.41,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.913,12,7.866,0.753,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.928,16,7.938,2.288,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.993,16,7.831,2.338,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.902,12,7.812,2.27,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.944,16,7.852,2.37,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.978,16,7.972,2.323,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.361,0,0.0,1.213,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.869,12,7.918,1.679,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.491,0,0.0,0.321,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.867,12,7.988,1.844,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.869,16,7.943,1.739,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.893,16,7.938,0.848,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.91,12,7.853,0.908,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.908,16,7.985,1.37,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.017,16,2.652,0.834,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.582,0,0.0,0.552,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.676,16,7.861,1.03,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.894,12,7.801,1.521,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.412,16,3.271,1.531,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.911,16,7.963,2.412,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.892,16,7.804,0.985,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.944,0,0.0,1.453,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.883,12,7.833,2.366,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.858,16,7.869,2.33,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.65,16,7.506,0.661,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.61,16,2.237,1.283,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.879,16,7.985,1.551,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.879,12,7.874,1.736,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.889,12,7.878,2.245,1
Cipher.getInstance -> Cipher.doFinal,5.556,16,2.295,0.151,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.935,12,7.828,2.287,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.783,16,7.967,1.673,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.963,16,7.806,2.149,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.961,16,7.934,0.922,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.372,16,1.95,0.917,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.918,0,0.0,1.149,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.881,12,7.882,1.904,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.952,12,7.83,1.184,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.963,12,7.874,2.105,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.99,16,7.828,1.112,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.782,16,7.833,1.033,0
Cipher.getInstance -> Cipher.doFinal,7.333,0,6.276,0.346,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.994,16,7.861,1.186,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.585,16,2.636,1.614,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.99,16,7.845,1.024,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.967,12,7.996,1.969,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.898,12,7.997,0.649,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.911,16,7.827,2.49,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.296,16,3.393,1.48,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.906,12,7.95,2.232,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.955,12,7.995,0.979,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.969,16,7.874,2.049,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.894,16,7.808,1.419,1
Cipher.getInstance -> Cipher.doFinal,7.439,16,4.271,0.313,0
Cipher.getInstance -> Cipher.doFinal,7.685,16,2.05,0.23,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.949,12,7.867,2.025,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.357,16,3.668,0.978,0
